airline_iata,airline_name,source_iata,source_city,destination_iata,destination_city,route,stops,aircraft_type,aircraft_capacity,price_usd
SQ,Singapore Airlines,JFK,New York,FRA,Frankfurt,JFK-FRA,0,B787-9,290,932.53
DL,Delta Air Lines,LHR,London,YYZ,Toronto,LHR-YYZ,0,B787-9,290,1254.42
BA,British Airways,JFK,New York,DXB,Dubai,JFK-DXB,0,A350-900,315,1142.85
BR,EVA Air,TPE,Taipei,MIA,Miami,TPE-MIA,1,A350-900,315,716.06
BR,EVA Air,YUL,Montreal,AMS,Amsterdam,YUL-AMS,1,B787-9,290,669.28
BR,EVA Air,LHR,London,DOH,Doha,LHR-DOH,0,B777-300ER,360,1135.6
EK,Emirates,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,A380-800,489,997.79
FR,Ryanair,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,A350-900,315,1771.22
LH,Lufthansa,LHR,London,YVR,Vancouver,LHR-YVR,0,A380-800,489,685.48
SQ,Singapore Airlines,SIN,Singapore,NBO,Nairobi,SIN-NBO,0,A350-900,315,995.36
AA,American Airlines,LIM,Lima,TPE,Taipei,LIM-TPE,1,A380-800,489,954.08
KE,Korean Air,ICN,Seoul,YUL,Montreal,ICN-YUL,0,A380-800,489,771.0
SQ,Singapore Airlines,MIA,Miami,DEN,Denver,MIA-DEN,1,A320,180,234.19
BA,British Airways,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,B777-300ER,360,1028.13
DL,Delta Air Lines,DTW,Detroit,ICN,Seoul,DTW-ICN,0,A380-800,489,744.75
KE,Korean Air,ICN,Seoul,EWR,Newark,ICN-EWR,0,A350-900,315,1676.97
QR,Qatar Airways,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,B787-9,290,831.94
CX,Cathay Pacific,HKG,Hong Kong,MSP,Minneapolis,HKG-MSP,1,B787-9,290,1144.56
TK,Turkish Airlines,JFK,New York,LHR,London,JFK-LHR,0,A350-900,315,1360.44
KE,Korean Air,ICN,Seoul,HKG,Hong Kong,ICN-HKG,0,A321,220,235.96
KL,KLM,CLT,Charlotte,NRT,Tokyo,CLT-NRT,1,A380-800,489,1576.45
AV,Avianca,BOG,Bogota,KUL,Kuala Lumpur,BOG-KUL,0,A380-800,489,1496.23
AC,Air Canada,ATL,Atlanta,GRU,Sao Paulo,ATL-GRU,1,B777-300ER,360,1419.46
SV,Saudia,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,A350-900,315,990.21
TK,Turkish Airlines,IST,Istanbul,LHR,London,IST-LHR,1,A321,220,212.32
CX,Cathay Pacific,MEX,Mexico City,FCO,Rome,MEX-FCO,1,B777-300ER,360,1204.49
SV,Saudia,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,B777-300ER,360,1765.44
FR,Ryanair,YVR,Vancouver,LHR,London,YVR-LHR,0,A380-800,489,843.01
AI,Air India,LHR,London,SIN,Singapore,LHR-SIN,0,B777-300ER,360,1718.63
KE,Korean Air,AMS,Amsterdam,JFK,New York,AMS-JFK,0,A350-900,315,1397.8
AZ,ITA Airways,JFK,New York,LIN,Milan,JFK-LIN,1,B777-300ER,360,1258.58
NZ,Air New Zealand,AKL,Auckland,DOH,Doha,AKL-DOH,0,B777-300ER,360,984.59
LA,LATAM Airlines,MAD,Madrid,LIM,Lima,MAD-LIM,1,B787-9,290,677.41
EY,Etihad Airways,LHR,London,DOH,Doha,LHR-DOH,0,B787-9,290,1237.5
KL,KLM,AMS,Amsterdam,JFK,New York,AMS-JFK,0,A380-800,489,1026.15
SQ,Singapore Airlines,SIN,Singapore,MIA,Miami,SIN-MIA,1,B787-9,290,944.78
U2,easyJet,MXP,Milan,BNE,Brisbane,MXP-BNE,0,B787-9,290,1473.84
SQ,Singapore Airlines,SIN,Singapore,ORD,Chicago,SIN-ORD,0,A380-800,489,1463.9
BA,British Airways,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,B787-9,290,1793.77
FR,Ryanair,STN,London,HND,Tokyo,STN-HND,0,B787-9,290,1384.86
BR,EVA Air,TPE,Taipei,MAD,Madrid,TPE-MAD,1,B777-300ER,360,1038.71
BA,British Airways,LHR,London,DXB,Dubai,LHR-DXB,0,A380-800,489,831.1
LA,LATAM Airlines,LIM,Lima,NRT,Tokyo,LIM-NRT,0,A350-900,315,1768.98
AZ,ITA Airways,FCO,Rome,BOG,Bogota,FCO-BOG,0,B787-9,290,1119.86
BR,EVA Air,LHR,London,DUB,Dublin,LHR-DUB,1,B737-800,189,186.8
AI,Air India,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,A350-900,315,1669.44
QF,Qantas,JFK,New York,LHR,London,JFK-LHR,0,A380-800,489,972.74
KL,KLM,LAX,Los Angeles,FRA,Frankfurt,LAX-FRA,0,A380-800,489,1605.43
LH,Lufthansa,ORD,Chicago,LHR,London,ORD-LHR,0,A380-800,489,1619.72
EY,Etihad Airways,AUH,Abu Dhabi,FRA,Frankfurt,AUH-FRA,1,A380-800,489,538.0
AF,Air France,JFK,New York,AMS,Amsterdam,JFK-AMS,0,B777-300ER,360,1741.13
AC,Air Canada,YYZ,Toronto,GRU,Sao Paulo,YYZ-GRU,0,B787-9,290,778.72
KL,KLM,AMS,Amsterdam,DXB,Dubai,AMS-DXB,0,A350-900,315,1379.21
QR,Qatar Airways,SLC,Salt Lake City,DOH,Doha,SLC-DOH,1,B787-9,290,697.95
TK,Turkish Airlines,IST,Istanbul,BOM,Mumbai,IST-BOM,0,A380-800,489,665.5
EK,Emirates,JFK,New York,DOH,Doha,JFK-DOH,0,A380-800,489,997.99
CX,Cathay Pacific,HKG,Hong Kong,NBO,Nairobi,HKG-NBO,0,B787-9,290,1388.3
LX,SWISS,ZRH,Zurich,HKG,Hong Kong,ZRH-HKG,0,A380-800,489,843.28
AZ,ITA Airways,FRA,Frankfurt,JFK,New York,FRA-JFK,0,B777-300ER,360,1716.1
TK,Turkish Airlines,JFK,New York,AMS,Amsterdam,JFK-AMS,0,A380-800,489,925.37
KL,KLM,AMS,Amsterdam,IST,Istanbul,AMS-IST,0,A220-300,145,262.03
LA,LATAM Airlines,GRU,Sao Paulo,BGY,Milan,GRU-BGY,1,A350-900,315,1083.61
LX,SWISS,GVA,Geneva,MUC,Munich,GVA-MUC,0,A220-300,145,179.51
CX,Cathay Pacific,HKG,Hong Kong,ORY,Paris,HKG-ORY,0,A350-900,315,1017.86
NZ,Air New Zealand,AKL,Auckland,ZRH,Zurich,AKL-ZRH,1,A380-800,489,1123.04
LH,Lufthansa,VIE,Vienna,TPE,Taipei,VIE-TPE,0,A350-900,315,1202.67
BR,EVA Air,MXP,Milan,TPE,Taipei,MXP-TPE,1,A350-900,315,601.48
IB,Iberia,MAD,Madrid,BKK,Bangkok,MAD-BKK,0,B787-9,290,1577.25
AC,Air Canada,CDG,Paris,YUL,Montreal,CDG-YUL,0,B777-300ER,360,833.28
AC,Air Canada,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,A350-900,315,1472.19
EY,Etihad Airways,LHR,London,LAX,Los Angeles,LHR-LAX,0,B787-9,290,1135.29
NH,ANA,HND,Tokyo,KUL,Kuala Lumpur,HND-KUL,1,A320,180,122.89
DL,Delta Air Lines,SYD,Sydney,DXB,Dubai,SYD-DXB,0,B777-300ER,360,1725.84
KL,KLM,AMS,Amsterdam,STN,London,AMS-STN,0,A320,180,220.96
AI,Air India,DEL,Delhi,JFK,New York,DEL-JFK,0,B777-300ER,360,1367.85
U2,easyJet,LHR,London,SIN,Singapore,LHR-SIN,0,A350-900,315,1284.07
AV,Avianca,LHR,London,YVR,Vancouver,LHR-YVR,0,A350-900,315,1555.57
AA,American Airlines,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,B787-9,290,675.28
NZ,Air New Zealand,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,B787-9,290,889.57
UA,United Airlines,IAH,Houston,MSP,Minneapolis,IAH-MSP,0,A320,180,85.79
AZ,ITA Airways,DFW,Dallas,FCO,Rome,DFW-FCO,1,B777-300ER,360,1129.88
LA,LATAM Airlines,LIM,Lima,KUL,Kuala Lumpur,LIM-KUL,0,B777-300ER,360,994.33
SV,Saudia,JED,Jeddah,CPT,Cape Town,JED-CPT,1,A330-300,277,770.97
DL,Delta Air Lines,ATL,Atlanta,MAD,Madrid,ATL-MAD,0,B787-9,290,1772.44
KE,Korean Air,DXB,Dubai,SYD,Sydney,DXB-SYD,0,A350-900,315,1315.83
LX,SWISS,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,B787-9,290,1111.14
IB,Iberia,DUB,Dublin,MAD,Madrid,DUB-MAD,1,A320,180,211.43
AV,Avianca,BOG,Bogota,CAI,Cairo,BOG-CAI,0,B767-300ER,261,302.47
AI,Air India,DFW,Dallas,DEL,Delhi,DFW-DEL,1,A380-800,489,680.79
QR,Qatar Airways,DOH,Doha,BGY,Milan,DOH-BGY,1,A350-900,315,1586.4
U2,easyJet,LHR,London,ORD,Chicago,LHR-ORD,0,A380-800,489,1010.74
AC,Air Canada,JED,Jeddah,YUL,Montreal,JED-YUL,1,B777-300ER,360,1245.17
TK,Turkish Airlines,LAX,Los Angeles,NRT,Tokyo,LAX-NRT,0,A380-800,489,1769.96
AV,Avianca,CPT,Cape Town,BGY,Milan,CPT-BGY,1,B777-300ER,360,1535.66
BA,British Airways,LGW,London,JFK,New York,LGW-JFK,0,B787-9,290,1495.7
U2,easyJet,AMS,Amsterdam,ATL,Atlanta,AMS-ATL,0,A380-800,489,1270.06
AI,Air India,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,A380-800,489,972.14
U2,easyJet,LGW,London,ICN,Seoul,LGW-ICN,0,B777-300ER,360,916.76
AI,Air India,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,B787-9,290,1611.37
U2,easyJet,CDG,Paris,BOG,Bogota,CDG-BOG,0,A350-900,315,1318.9
CX,Cathay Pacific,HKG,Hong Kong,MIA,Miami,HKG-MIA,1,B787-9,290,1467.52
BR,EVA Air,HKG,Hong Kong,SFO,San Francisco,HKG-SFO,0,A350-900,315,760.67
SQ,Singapore Airlines,DXB,Dubai,SYD,Sydney,DXB-SYD,0,A350-900,315,1436.83
AF,Air France,EWR,Newark,IST,Istanbul,EWR-IST,1,A380-800,489,900.86
NZ,Air New Zealand,AKL,Auckland,SIN,Singapore,AKL-SIN,0,A380-800,489,1390.46
QR,Qatar Airways,SCL,Santiago,DOH,Doha,SCL-DOH,1,B767-300ER,261,371.27
U2,easyJet,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,A350-900,315,605.02
BR,EVA Air,JNB,Johannesburg,TPE,Taipei,JNB-TPE,1,B787-9,290,1081.56
NZ,Air New Zealand,JFK,New York,CDG,Paris,JFK-CDG,0,B787-9,290,1768.88
TK,Turkish Airlines,IST,Istanbul,MEX,Mexico City,IST-MEX,1,A350-900,315,925.51
AC,Air Canada,DXB,Dubai,SYD,Sydney,DXB-SYD,0,A350-900,315,1164.66
QF,Qantas,LAX,Los Angeles,CDG,Paris,LAX-CDG,0,B787-9,290,1193.97
BA,British Airways,LGW,London,ORD,Chicago,LGW-ORD,1,B787-9,290,1370.48
NH,ANA,LAX,Los Angeles,LHR,London,LAX-LHR,0,A350-900,315,1438.4
QR,Qatar Airways,TPE,Taipei,DOH,Doha,TPE-DOH,1,B787-9,290,1413.81
AA,American Airlines,ATL,Atlanta,AMS,Amsterdam,ATL-AMS,0,A380-800,489,1262.05
CX,Cathay Pacific,HKG,Hong Kong,TPE,Taipei,HKG-TPE,0,A220-300,145,123.4
BR,EVA Air,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,A380-800,489,990.84
EY,Etihad Airways,AUH,Abu Dhabi,SCL,Santiago,AUH-SCL,0,B767-300ER,261,278.79
EK,Emirates,HKG,Hong Kong,SFO,San Francisco,HKG-SFO,0,A350-900,315,1171.03
KL,KLM,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,A350-900,315,1481.61
BA,British Airways,LHR,London,YYZ,Toronto,LHR-YYZ,0,A380-800,489,1640.75
QF,Qantas,BNE,Brisbane,YYZ,Toronto,BNE-YYZ,0,A380-800,489,1503.21
CX,Cathay Pacific,JNB,Johannesburg,DEN,Denver,JNB-DEN,1,B777-300ER,360,1315.5
QR,Qatar Airways,DOH,Doha,MIA,Miami,DOH-MIA,0,B787-9,290,1591.7
QR,Qatar Airways,LHR,London,ORD,Chicago,LHR-ORD,0,A350-900,315,1724.5
NH,ANA,NRT,Tokyo,CPT,Cape Town,NRT-CPT,0,B787-9,290,1047.93
BA,British Airways,LAX,Los Angeles,LHR,London,LAX-LHR,0,B787-9,290,1620.14
QR,Qatar Airways,DOH,Doha,PHL,Philadelphia,DOH-PHL,0,A380-800,489,858.03
AF,Air France,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,B777-300ER,360,1649.29
AZ,ITA Airways,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,A380-800,489,1055.68
BA,British Airways,LHR,London,YVR,Vancouver,LHR-YVR,0,A380-800,489,883.64
UA,United Airlines,EWR,Newark,IST,Istanbul,EWR-IST,0,A380-800,489,1167.05
BR,EVA Air,TPE,Taipei,PHL,Philadelphia,TPE-PHL,1,B787-9,290,1424.43
AC,Air Canada,DTW,Detroit,YYZ,Toronto,DTW-YYZ,1,A321,220,170.7
UA,United Airlines,LHR,London,YYZ,Toronto,LHR-YYZ,0,A350-900,315,1531.93
IB,Iberia,MAD,Madrid,DFW,Dallas,MAD-DFW,1,A380-800,489,1273.92
KE,Korean Air,ICN,Seoul,BOG,Bogota,ICN-BOG,0,A350-900,315,1511.6
LX,SWISS,GVA,Geneva,STN,London,GVA-STN,0,B737-800,189,257.42
QR,Qatar Airways,LHR,London,ORD,Chicago,LHR-ORD,0,B777-300ER,360,802.84
AC,Air Canada,YVR,Vancouver,LIN,Milan,YVR-LIN,0,B787-9,290,846.62
KL,KLM,ORD,Chicago,LHR,London,ORD-LHR,0,B777-300ER,360,1411.93
AZ,ITA Airways,CAI,Cairo,LIN,Milan,CAI-LIN,1,A350-900,315,931.15
SQ,Singapore Airlines,JFK,New York,FRA,Frankfurt,JFK-FRA,0,B787-9,290,1658.86
EK,Emirates,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,A380-800,489,1284.36
U2,easyJet,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,A350-900,315,689.09
AI,Air India,LAX,Los Angeles,LHR,London,LAX-LHR,0,A380-800,489,1222.44
AI,Air India,BOM,Mumbai,DUB,Dublin,BOM-DUB,0,A350-900,315,774.84
EY,Etihad Airways,SIN,Singapore,LHR,London,SIN-LHR,0,A380-800,489,1181.69
AC,Air Canada,LHR,London,DXB,Dubai,LHR-DXB,0,B777-300ER,360,726.97
CX,Cathay Pacific,GIG,Rio de Janeiro,HKG,Hong Kong,GIG-HKG,1,B787-9,290,1215.49
NH,ANA,DEL,Delhi,SIN,Singapore,DEL-SIN,1,B737-800,189,194.52
LA,LATAM Airlines,DEN,Denver,IST,Istanbul,DEN-IST,1,B787-9,290,832.23
NZ,Air New Zealand,HND,Tokyo,AKL,Auckland,HND-AKL,1,B777-300ER,360,1245.08
AI,Air India,LHR,London,SIN,Singapore,LHR-SIN,0,B787-9,290,1667.5
U2,easyJet,CDG,Paris,MEX,Mexico City,CDG-MEX,0,A380-800,489,710.11
AC,Air Canada,LAX,Los Angeles,FRA,Frankfurt,LAX-FRA,0,B787-9,290,1493.46
BR,EVA Air,ZRH,Zurich,SYD,Sydney,ZRH-SYD,1,A350-900,315,1381.86
BR,EVA Air,JFK,New York,DXB,Dubai,JFK-DXB,0,B787-9,290,1270.02
UA,United Airlines,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,B777-300ER,360,851.3
AC,Air Canada,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,A380-800,489,838.08
JL,Japan Airlines,CDG,Paris,DFW,Dallas,CDG-DFW,1,A380-800,489,1085.23
EK,Emirates,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,A380-800,489,1743.35
LH,Lufthansa,FRA,Frankfurt,JFK,New York,FRA-JFK,1,B787-9,290,1461.91
LA,LATAM Airlines,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,B777-300ER,360,1438.11
AZ,ITA Airways,SIN,Singapore,LHR,London,SIN-LHR,0,B787-9,290,1283.99
IB,Iberia,MAD,Madrid,BOG,Bogota,MAD-BOG,0,A380-800,489,1215.14
TK,Turkish Airlines,ADD,Addis Ababa,BOG,Bogota,ADD-BOG,1,B767-300ER,261,589.76
AV,Avianca,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,B787-9,290,1167.03
AA,American Airlines,JFK,New York,SLC,Salt Lake City,JFK-SLC,0,A220-300,145,116.55
SQ,Singapore Airlines,GRU,Sao Paulo,ATL,Atlanta,GRU-ATL,1,A350-900,315,983.2
AC,Air Canada,JFK,New York,AMS,Amsterdam,JFK-AMS,0,A380-800,489,668.71
NH,ANA,NRT,Tokyo,DTW,Detroit,NRT-DTW,1,A350-900,315,1114.65
BA,British Airways,LHR,London,GRU,Sao Paulo,LHR-GRU,1,B787-9,290,1493.38
LX,SWISS,GVA,Geneva,HKG,Hong Kong,GVA-HKG,0,B777-300ER,360,1647.46
TK,Turkish Airlines,LHR,London,SIN,Singapore,LHR-SIN,0,B777-300ER,360,1097.41
AF,Air France,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,B787-9,290,1012.88
KL,KLM,SYD,Sydney,SIN,Singapore,SYD-SIN,0,A380-800,489,1263.88
QF,Qantas,LHR,London,DOH,Doha,LHR-DOH,0,B787-9,290,716.24
SV,Saudia,RUH,Riyadh,VIE,Vienna,RUH-VIE,1,B787-9,290,630.19
DL,Delta Air Lines,JED,Jeddah,SLC,Salt Lake City,JED-SLC,1,A350-900,315,997.2
EK,Emirates,DXB,Dubai,ORD,Chicago,DXB-ORD,1,A350-900,315,641.54
KE,Korean Air,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,B787-9,290,1383.21
U2,easyJet,SFO,San Francisco,FRA,Frankfurt,SFO-FRA,0,B787-9,290,689.7
AC,Air Canada,ORD,Chicago,LHR,London,ORD-LHR,0,B777-300ER,360,1638.37
AI,Air India,DEL,Delhi,DTW,Detroit,DEL-DTW,0,A350-900,315,1158.51
LH,Lufthansa,SYD,Sydney,DXB,Dubai,SYD-DXB,0,A350-900,315,1359.32
NZ,Air New Zealand,MEX,Mexico City,SFO,San Francisco,MEX-SFO,1,B737-800,189,146.75
CX,Cathay Pacific,HKG,Hong Kong,MXP,Milan,HKG-MXP,0,A380-800,489,1427.87
AZ,ITA Airways,ORY,Paris,FCO,Rome,ORY-FCO,1,B737-800,189,112.52
SV,Saudia,JED,Jeddah,RUH,Riyadh,JED-RUH,0,A220-300,145,236.26
EY,Etihad Airways,CLT,Charlotte,BKK,Bangkok,CLT-BKK,1,B787-9,290,1156.27
AI,Air India,FCO,Rome,DEL,Delhi,FCO-DEL,1,B787-9,290,1555.89
AZ,ITA Airways,LIN,Milan,MXP,Milan,LIN-MXP,0,B737-800,189,102.11
QF,Qantas,JFK,New York,DXB,Dubai,JFK-DXB,0,A380-800,489,1637.76
LH,Lufthansa,VIE,Vienna,SFO,San Francisco,VIE-SFO,0,A350-900,315,971.28
FR,Ryanair,BGY,Milan,LTN,London,BGY-LTN,1,A321,220,137.45
SV,Saudia,DFW,Dallas,CLT,Charlotte,DFW-CLT,1,A321,220,189.54
JL,Japan Airlines,JFK,New York,FRA,Frankfurt,JFK-FRA,0,B777-300ER,360,1326.01
TK,Turkish Airlines,MEL,Melbourne,SIN,Singapore,MEL-SIN,0,B777-300ER,360,614.0
KL,KLM,AMS,Amsterdam,HND,Tokyo,AMS-HND,0,B777-300ER,360,1052.63
LH,Lufthansa,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,B777-300ER,360,1116.63
IB,Iberia,ATL,Atlanta,AMS,Amsterdam,ATL-AMS,0,A350-900,315,1035.27
AC,Air Canada,DXB,Dubai,JFK,New York,DXB-JFK,0,B787-9,290,1359.75
EK,Emirates,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,B777-300ER,360,1459.93
SV,Saudia,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,B777-300ER,360,1371.4
KL,KLM,AMS,Amsterdam,BOM,Mumbai,AMS-BOM,0,B787-9,290,1374.73
AZ,ITA Airways,LIN,Milan,MUC,Munich,LIN-MUC,1,A320,180,107.27
JL,Japan Airlines,LHR,London,YVR,Vancouver,LHR-YVR,0,B787-9,290,1324.8
EY,Etihad Airways,DOH,Doha,LHR,London,DOH-LHR,0,A380-800,489,734.51
QF,Qantas,LHR,London,JFK,New York,LHR-JFK,0,A380-800,489,1762.84
BA,British Airways,LHR,London,BGY,Milan,LHR-BGY,0,A320,180,282.21
KL,KLM,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,A380-800,489,1360.8
QF,Qantas,LHR,London,ORD,Chicago,LHR-ORD,0,B787-9,290,1069.74
AI,Air India,DXB,Dubai,LHR,London,DXB-LHR,0,A350-900,315,1688.97
QR,Qatar Airways,JFK,New York,CDG,Paris,JFK-CDG,0,B777-300ER,360,1408.64
TK,Turkish Airlines,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,B777-300ER,360,1644.47
JL,Japan Airlines,HND,Tokyo,BGY,Milan,HND-BGY,1,A380-800,489,655.35
NH,ANA,HND,Tokyo,LGW,London,HND-LGW,1,A380-800,489,823.93
EK,Emirates,LAX,Los Angeles,LHR,London,LAX-LHR,0,B777-300ER,360,1502.5
SV,Saudia,CDG,Paris,YUL,Montreal,CDG-YUL,0,B787-9,290,1467.1
IB,Iberia,MAD,Madrid,AUH,Abu Dhabi,MAD-AUH,0,A380-800,489,1722.73
NZ,Air New Zealand,VIE,Vienna,LTN,London,VIE-LTN,1,B737-800,189,141.78
AI,Air India,DEL,Delhi,CAI,Cairo,DEL-CAI,0,B777-300ER,360,661.11
QF,Qantas,ORD,Chicago,JFK,New York,ORD-JFK,1,A321,220,204.28
U2,easyJet,MXP,Milan,SYD,Sydney,MXP-SYD,1,B777-300ER,360,938.4
NH,ANA,HND,Tokyo,LHR,London,HND-LHR,0,B777-300ER,360,766.8
BA,British Airways,LHR,London,GIG,Rio de Janeiro,LHR-GIG,0,B777-300ER,360,645.63
BR,EVA Air,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,B787-9,290,913.29
EK,Emirates,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,B787-9,290,1451.72
TK,Turkish Airlines,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,B777-300ER,360,837.73
IB,Iberia,YVR,Vancouver,LHR,London,YVR-LHR,0,B787-9,290,671.1
U2,easyJet,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,A380-800,489,803.76
U2,easyJet,DXB,Dubai,LHR,London,DXB-LHR,0,B777-300ER,360,1390.1
QR,Qatar Airways,FRA,Frankfurt,DXB,Dubai,FRA-DXB,0,A350-900,315,1105.51
U2,easyJet,LGW,London,AUH,Abu Dhabi,LGW-AUH,0,A350-900,315,1015.71
AI,Air India,DEL,Delhi,BOM,Mumbai,DEL-BOM,0,A320,180,188.19
AI,Air India,LAX,Los Angeles,LHR,London,LAX-LHR,0,A380-800,489,1336.87
AV,Avianca,BOG,Bogota,STN,London,BOG-STN,0,B777-300ER,360,797.67
IB,Iberia,NRT,Tokyo,ZRH,Zurich,NRT-ZRH,1,B787-9,290,812.35
EK,Emirates,ORD,Chicago,DXB,Dubai,ORD-DXB,1,A380-800,489,606.33
UA,United Airlines,DEN,Denver,GIG,Rio de Janeiro,DEN-GIG,1,A350-900,315,1243.35
TK,Turkish Airlines,AKL,Auckland,IST,Istanbul,AKL-IST,1,B787-9,290,1441.45
EK,Emirates,DXB,Dubai,DEN,Denver,DXB-DEN,0,A380-800,489,1730.92
SV,Saudia,ZRH,Zurich,MAD,Madrid,ZRH-MAD,1,A220-300,145,145.78
DL,Delta Air Lines,LAX,Los Angeles,CDG,Paris,LAX-CDG,0,B777-300ER,360,1706.03
CX,Cathay Pacific,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,B787-9,290,1640.32
CX,Cathay Pacific,LHR,London,SIN,Singapore,LHR-SIN,0,B777-300ER,360,1757.94
NH,ANA,HND,Tokyo,CPT,Cape Town,HND-CPT,0,A350-900,315,1656.76
AZ,ITA Airways,DUB,Dublin,LAX,Los Angeles,DUB-LAX,1,A350-900,315,689.09
AV,Avianca,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,B777-300ER,360,886.1
QF,Qantas,IAH,Houston,SYD,Sydney,IAH-SYD,1,A350-900,315,535.1
BA,British Airways,LGW,London,LIN,Milan,LGW-LIN,1,A220-300,145,148.93
AZ,ITA Airways,ATL,Atlanta,LIN,Milan,ATL-LIN,1,B787-9,290,1541.44
KE,Korean Air,IAH,Houston,ICN,Seoul,IAH-ICN,1,B787-9,290,557.54
AI,Air India,BOM,Mumbai,NBO,Nairobi,BOM-NBO,0,A350-900,315,1249.52
DL,Delta Air Lines,FRA,Frankfurt,AKL,Auckland,FRA-AKL,1,B787-9,290,817.19
KE,Korean Air,YVR,Vancouver,ICN,Seoul,YVR-ICN,1,A380-800,489,938.37
EK,Emirates,DXB,Dubai,KUL,Kuala Lumpur,DXB-KUL,0,B787-9,290,1481.35
NZ,Air New Zealand,AKL,Auckland,LIN,Milan,AKL-LIN,0,B777-300ER,360,721.86
KL,KLM,HKG,Hong Kong,SFO,San Francisco,HKG-SFO,0,A380-800,489,1182.04
SQ,Singapore Airlines,SIN,Singapore,DXB,Dubai,SIN-DXB,0,B777-300ER,360,629.4
LA,LATAM Airlines,MXP,Milan,MEL,Melbourne,MXP-MEL,1,A380-800,489,656.15
KE,Korean Air,JFK,New York,CDG,Paris,JFK-CDG,0,A380-800,489,1262.77
TK,Turkish Airlines,IST,Istanbul,ORY,Paris,IST-ORY,0,B737-800,189,134.05
U2,easyJet,MXP,Milan,MIA,Miami,MXP-MIA,0,B777-300ER,360,1194.41
LX,SWISS,ZRH,Zurich,EWR,Newark,ZRH-EWR,0,B777-300ER,360,796.2
AZ,ITA Airways,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,A380-800,489,796.88
LX,SWISS,ZRH,Zurich,ORY,Paris,ZRH-ORY,1,A220-300,145,116.36
FR,Ryanair,CDG,Paris,JFK,New York,CDG-JFK,0,B787-9,290,1338.96
NZ,Air New Zealand,DXB,Dubai,JFK,New York,DXB-JFK,0,B787-9,290,985.37
BR,EVA Air,ORY,Paris,DOH,Doha,ORY-DOH,1,B787-9,290,1261.53
KL,KLM,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,B787-9,290,1382.25
AZ,ITA Airways,AKL,Auckland,BCN,Barcelona,AKL-BCN,1,A350-900,315,1082.93
BR,EVA Air,LHR,London,JFK,New York,LHR-JFK,0,B787-9,290,640.07
LH,Lufthansa,LTN,London,ZRH,Zurich,LTN-ZRH,1,B737-800,189,234.13
KE,Korean Air,ICN,Seoul,FCO,Rome,ICN-FCO,0,B787-9,290,1638.84
LH,Lufthansa,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,A380-800,489,1474.66
LA,LATAM Airlines,SIN,Singapore,LHR,London,SIN-LHR,0,A350-900,315,680.86
EK,Emirates,ORD,Chicago,LHR,London,ORD-LHR,0,B787-9,290,944.69
QF,Qantas,BNE,Brisbane,LAX,Los Angeles,BNE-LAX,0,A350-900,315,1458.9
LX,SWISS,DXB,Dubai,JFK,New York,DXB-JFK,0,A380-800,489,749.2
CX,Cathay Pacific,MIA,Miami,LAX,Los Angeles,MIA-LAX,1,A320,180,232.6
