airline_iata,airline_name,source_iata,source_city,destination_iata,destination_city,route,stops,aircraft_type,aircraft_capacity,price_usd
NH,ANA,NRT,Tokyo,BCN,Barcelona,NRT-BCN,1,B747-8,410,1201.03
U2,easyJet,DXB,Dubai,SYD,Sydney,DXB-SYD,0,A380-800,489,1512.6
AA,American Airlines,ORD,Chicago,LGW,London,ORD-LGW,0,A350-900,315,793.9
UA,United Airlines,IAH,Houston,CPT,Cape Town,IAH-CPT,0,A350-900,315,1628.94
CX,Cathay Pacific,KUL,Kuala Lumpur,HKG,Hong Kong,KUL-HKG,1,A321,220,281.92
FR,Ryanair,YVR,Vancouver,LHR,London,YVR-LHR,0,A380-800,489,728.4
AC,Air Canada,YUL,Montreal,YYZ,Toronto,YUL-YYZ,0,A320neo,186,297.84
KL,KLM,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,B787-10,330,756.22
BA,British Airways,LGW,London,HKG,Hong Kong,LGW-HKG,0,B777-200ER,317,1816.41
LA,LATAM Airlines,LIM,Lima,BCN,Barcelona,LIM-BCN,0,B787-9,290,1521.04
AV,Avianca,BOG,Bogota,DEN,Denver,BOG-DEN,0,B767-300ER,261,277.34
NZ,Air New Zealand,AKL,Auckland,AMS,Amsterdam,AKL-AMS,0,B787-10,330,1838.12
LH,Lufthansa,VIE,Vienna,AMS,Amsterdam,VIE-AMS,1,A320,180,335.32
IB,Iberia,MAD,Madrid,NBO,Nairobi,MAD-NBO,1,B767-300ER,261,393.66
TK,Turkish Airlines,DTW,Detroit,CPT,Cape Town,DTW-CPT,1,B747-8,410,519.99
SV,Saudia,MXP,Milan,AKL,Auckland,MXP-AKL,1,A380-800,489,571.74
UA,United Airlines,NRT,Tokyo,HND,Tokyo,NRT-HND,1,A321,220,81.17
CX,Cathay Pacific,HKG,Hong Kong,RUH,Riyadh,HKG-RUH,0,A330-300,277,312.57
AA,American Airlines,LAX,Los Angeles,YUL,Montreal,LAX-YUL,0,B737-800,189,177.96
AC,Air Canada,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,B787-10,330,1712.49
BR,EVA Air,DTW,Detroit,TPE,Taipei,DTW-TPE,1,B777-300ER,360,1814.69
DL,Delta Air Lines,SYD,Sydney,DXB,Dubai,SYD-DXB,0,B777-300ER,360,1553.83
UA,United Airlines,SLC,Salt Lake City,MEL,Melbourne,SLC-MEL,1,B787-10,330,781.37
AF,Air France,MEL,Melbourne,CDG,Paris,MEL-CDG,1,B747-8,410,1682.88
QR,Qatar Airways,LHR,London,ORD,Chicago,LHR-ORD,0,A350-900,315,802.84
AI,Air India,DEL,Delhi,MUC,Munich,DEL-MUC,1,A380-800,489,754.45
BR,EVA Air,MEL,Melbourne,SIN,Singapore,MEL-SIN,0,B787-9,290,927.47
SV,Saudia,CDG,Paris,JED,Jeddah,CDG-JED,1,B757-200,200,664.04
UA,United Airlines,IAH,Houston,CLT,Charlotte,IAH-CLT,0,B737 MAX 8,178,259.52
AF,Air France,CAI,Cairo,ORY,Paris,CAI-ORY,1,B787-8,242,536.45
KE,Korean Air,LHR,London,LAX,Los Angeles,LHR-LAX,0,B787-9,290,923.94
CX,Cathay Pacific,HKG,Hong Kong,DXB,Dubai,HKG-DXB,0,B787-8,242,438.76
KL,KLM,ICN,Seoul,SFO,San Francisco,ICN-SFO,0,B777-200ER,317,1153.41
AI,Air India,DUB,Dublin,SYD,Sydney,DUB-SYD,1,B777-300ER,360,1278.43
AZ,ITA Airways,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,A380-800,489,681.64
IB,Iberia,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,A350-1000,366,1663.67
DL,Delta Air Lines,DTW,Detroit,SCL,Santiago,DTW-SCL,0,B757-200,200,429.11
EK,Emirates,LHR,London,ORD,Chicago,LHR-ORD,0,B787-9,290,2040.89
JL,Japan Airlines,HND,Tokyo,MEL,Melbourne,HND-MEL,1,B787-9,290,1044.44
TK,Turkish Airlines,DXB,Dubai,SYD,Sydney,DXB-SYD,0,B787-9,290,879.95
TK,Turkish Airlines,MEL,Melbourne,SIN,Singapore,MEL-SIN,0,B777-300ER,360,1506.14
AA,American Airlines,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,B777-300ER,360,1089.53
NZ,Air New Zealand,SIN,Singapore,LHR,London,SIN-LHR,0,B777-200ER,317,1145.51
QR,Qatar Airways,DOH,Doha,FRA,Frankfurt,DOH-FRA,1,A330-200,246,724.25
IB,Iberia,MAD,Madrid,ADD,Addis Ababa,MAD-ADD,0,A321XLR,200,279.61
SV,Saudia,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,A330-300,277,602.09
AA,American Airlines,PHL,Philadelphia,BOG,Bogota,PHL-BOG,0,A330-200,246,410.17
EY,Etihad Airways,MEL,Melbourne,DFW,Dallas,MEL-DFW,1,B787-10,330,929.96
LA,LATAM Airlines,CLT,Charlotte,ICN,Seoul,CLT-ICN,1,B777-300ER,360,889.77
DL,Delta Air Lines,ATL,Atlanta,CPT,Cape Town,ATL-CPT,0,B777-300ER,360,854.18
SQ,Singapore Airlines,SCL,Santiago,SIN,Singapore,SCL-SIN,1,A350-1000,366,1968.44
TK,Turkish Airlines,DOH,Doha,LHR,London,DOH-LHR,0,B767-300ER,261,698.89
AF,Air France,PHL,Philadelphia,ORY,Paris,PHL-ORY,1,B787-9,290,1389.69
LA,LATAM Airlines,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,A380-800,489,1095.26
TK,Turkish Airlines,JFK,New York,FRA,Frankfurt,JFK-FRA,0,A350-1000,366,1048.03
BA,British Airways,DOH,Doha,JFK,New York,DOH-JFK,0,B747-8,410,1945.38
AA,American Airlines,GIG,Rio de Janeiro,JFK,New York,GIG-JFK,1,A330-200,246,830.82
U2,easyJet,LTN,London,ZRH,Zurich,LTN-ZRH,0,A320neo,186,135.91
QR,Qatar Airways,DOH,Doha,PHL,Philadelphia,DOH-PHL,1,B777-300ER,360,1662.3
AI,Air India,YYZ,Toronto,LHR,London,YYZ-LHR,0,B777-200ER,317,1248.8
AC,Air Canada,JFK,New York,FRA,Frankfurt,JFK-FRA,0,A350-1000,366,1473.51
EK,Emirates,ZRH,Zurich,MIA,Miami,ZRH-MIA,1,B777-200ER,317,1080.32
SQ,Singapore Airlines,DEN,Denver,SIN,Singapore,DEN-SIN,1,B787-10,330,1313.96
EY,Etihad Airways,ATL,Atlanta,AUH,Abu Dhabi,ATL-AUH,1,B787-10,330,1019.38
AF,Air France,ORY,Paris,CLT,Charlotte,ORY-CLT,1,A380-800,489,1310.6
NZ,Air New Zealand,HND,Tokyo,AKL,Auckland,HND-AKL,1,A350-900,315,694.92
U2,easyJet,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,B747-8,410,714.96
KL,KLM,AMS,Amsterdam,MEX,Mexico City,AMS-MEX,0,A350-900,315,1623.18
JL,Japan Airlines,HND,Tokyo,IAH,Houston,HND-IAH,1,A350-900,315,919.62
NH,ANA,JFK,New York,CDG,Paris,JFK-CDG,0,A350-1000,366,1560.05
LA,LATAM Airlines,VIE,Vienna,LGW,London,VIE-LGW,1,A320neo,186,174.51
KE,Korean Air,CDG,Paris,JFK,New York,CDG-JFK,0,A380-800,489,1385.22
CX,Cathay Pacific,BGY,Milan,DTW,Detroit,BGY-DTW,1,B747-8,410,940.43
AA,American Airlines,CLT,Charlotte,IAH,Houston,CLT-IAH,0,B737 MAX 8,178,368.91
IB,Iberia,FRA,Frankfurt,JFK,New York,FRA-JFK,0,A350-1000,366,548.72
TK,Turkish Airlines,IST,Istanbul,GIG,Rio de Janeiro,IST-GIG,0,A350-1000,366,933.46
QR,Qatar Airways,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,B777-300ER,360,832.08
NH,ANA,AMS,Amsterdam,ATL,Atlanta,AMS-ATL,0,B777-300ER,360,952.0
CX,Cathay Pacific,HKG,Hong Kong,IST,Istanbul,HKG-IST,1,B777-300ER,360,1754.8
LH,Lufthansa,ZRH,Zurich,YUL,Montreal,ZRH-YUL,1,B777-200ER,317,1068.05
LH,Lufthansa,LGW,London,JFK,New York,LGW-JFK,1,B747-8,410,1097.19
SQ,Singapore Airlines,JFK,New York,DOH,Doha,JFK-DOH,0,A380-800,489,680.11
AF,Air France,LHR,London,SIN,Singapore,LHR-SIN,0,A350-900,315,833.98
FR,Ryanair,LHR,London,ORD,Chicago,LHR-ORD,0,A350-900,315,632.0
QF,Qantas,MAD,Madrid,SYD,Sydney,MAD-SYD,1,B787-9,290,1124.51
SV,Saudia,DXB,Dubai,SYD,Sydney,DXB-SYD,0,B787-9,290,1135.52
QR,Qatar Airways,LHR,London,YVR,Vancouver,LHR-YVR,0,B787-10,330,1402.09
AV,Avianca,FRA,Frankfurt,JFK,New York,FRA-JFK,0,B787-10,330,995.58
LX,SWISS,GVA,Geneva,CLT,Charlotte,GVA-CLT,0,B777-300ER,360,1222.75
AC,Air Canada,DXB,Dubai,FCO,Rome,DXB-FCO,1,A321LR,206,441.87
SV,Saudia,SYD,Sydney,DXB,Dubai,SYD-DXB,0,B777-300ER,360,1349.31
NZ,Air New Zealand,AKL,Auckland,SIN,Singapore,AKL-SIN,0,A380-800,489,1547.66
BA,British Airways,LHR,London,KUL,Kuala Lumpur,LHR-KUL,0,B787-10,330,1108.23
KL,KLM,AMS,Amsterdam,DOH,Doha,AMS-DOH,0,B787-8,242,375.76
U2,easyJet,DXB,Dubai,SYD,Sydney,DXB-SYD,0,B777-300ER,360,1513.07
AI,Air India,BOM,Mumbai,GIG,Rio de Janeiro,BOM-GIG,0,B777-200ER,317,1323.87
KE,Korean Air,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,B787-9,290,1425.41
BR,EVA Air,TPE,Taipei,RUH,Riyadh,TPE-RUH,0,B787-8,242,439.62
NH,ANA,FRA,Frankfurt,JFK,New York,FRA-JFK,0,B787-10,330,2012.61
BA,British Airways,CDG,Paris,YVR,Vancouver,CDG-YVR,1,B747-8,410,746.88
AF,Air France,GRU,Sao Paulo,IST,Istanbul,GRU-IST,1,B787-10,330,1689.09
TK,Turkish Airlines,SIN,Singapore,IST,Istanbul,SIN-IST,1,B777-300ER,360,829.91
SV,Saudia,JFK,New York,DOH,Doha,JFK-DOH,0,B787-9,290,1509.57
LH,Lufthansa,LHR,London,YYZ,Toronto,LHR-YYZ,0,B777-200ER,317,1131.25
BA,British Airways,FRA,Frankfurt,LHR,London,FRA-LHR,1,A319,138,82.09
DL,Delta Air Lines,AUH,Abu Dhabi,JFK,New York,AUH-JFK,1,B777-200ER,317,982.16
IB,Iberia,YVR,Vancouver,LHR,London,YVR-LHR,0,B787-10,330,1000.96
AI,Air India,BOM,Mumbai,SLC,Salt Lake City,BOM-SLC,0,B787-10,330,1141.6
JL,Japan Airlines,NRT,Tokyo,IST,Istanbul,NRT-IST,0,B777-300ER,360,1854.43
BA,British Airways,ORY,Paris,LHR,London,ORY-LHR,1,A220-300,145,324.84
AZ,ITA Airways,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,B787-10,330,764.19
EK,Emirates,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,A350-900,315,892.91
U2,easyJet,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,B747-8,410,1393.72
IB,Iberia,GRU,Sao Paulo,STN,London,GRU-STN,1,A350-900,315,1275.61
LH,Lufthansa,BOM,Mumbai,GVA,Geneva,BOM-GVA,1,A350-900,315,1291.35
NZ,Air New Zealand,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,B787-8,242,281.4
IB,Iberia,MAD,Madrid,CAI,Cairo,MAD-CAI,0,A330-300,277,275.89
CX,Cathay Pacific,HKG,Hong Kong,AUH,Abu Dhabi,HKG-AUH,0,B757-200,200,1020.34
FR,Ryanair,BGY,Milan,IAH,Houston,BGY-IAH,0,B777-200ER,317,1028.64
IB,Iberia,ORD,Chicago,LHR,London,ORD-LHR,0,B787-10,330,1162.7
BR,EVA Air,TPE,Taipei,YVR,Vancouver,TPE-YVR,0,B747-8,410,1117.63
QF,Qantas,KUL,Kuala Lumpur,MEX,Mexico City,KUL-MEX,1,A380-800,489,874.73
JL,Japan Airlines,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,B787-9,290,746.66
AI,Air India,BOM,Mumbai,HKG,Hong Kong,BOM-HKG,0,A220-300,145,321.38
SV,Saudia,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,B787-10,330,1384.6
AA,American Airlines,DOH,Doha,ORD,Chicago,DOH-ORD,1,B777-200ER,317,1433.18
SQ,Singapore Airlines,DTW,Detroit,SIN,Singapore,DTW-SIN,1,A380-800,489,1095.79
CX,Cathay Pacific,HKG,Hong Kong,BOM,Mumbai,HKG-BOM,0,A220-300,145,115.24
SQ,Singapore Airlines,SIN,Singapore,RUH,Riyadh,SIN-RUH,0,A330-300,277,379.78
LH,Lufthansa,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,B787-9,290,788.1
NH,ANA,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,B787-9,290,1880.05
QR,Qatar Airways,DOH,Doha,LTN,London,DOH-LTN,1,A330-200,246,888.89
EY,Etihad Airways,AUH,Abu Dhabi,MEL,Melbourne,AUH-MEL,0,B747-8,410,1841.95
LH,Lufthansa,DOH,Doha,LGW,London,DOH-LGW,1,A321LR,206,795.02
LA,LATAM Airlines,SIN,Singapore,SYD,Sydney,SIN-SYD,0,B747-8,410,1359.15
EY,Etihad Airways,GIG,Rio de Janeiro,VIE,Vienna,GIG-VIE,1,B747-8,410,710.56
IB,Iberia,MAD,Madrid,DFW,Dallas,MAD-DFW,0,B777-200ER,317,1045.27
SQ,Singapore Airlines,ICN,Seoul,SFO,San Francisco,ICN-SFO,0,B777-300ER,360,1420.16
FR,Ryanair,LHR,London,DOH,Doha,LHR-DOH,0,A321XLR,200,209.51
AV,Avianca,BOG,Bogota,LAX,Los Angeles,BOG-LAX,1,B737 MAX 9,193,670.77
AV,Avianca,BOG,Bogota,GIG,Rio de Janeiro,BOG-GIG,0,B737-800,189,212.1
QR,Qatar Airways,AMS,Amsterdam,JFK,New York,AMS-JFK,0,A380-800,489,1040.04
TK,Turkish Airlines,AUH,Abu Dhabi,IST,Istanbul,AUH-IST,1,B757-200,200,600.09
NZ,Air New Zealand,BNE,Brisbane,MEX,Mexico City,BNE-MEX,1,B787-10,330,1514.13
TK,Turkish Airlines,IST,Istanbul,FRA,Frankfurt,IST-FRA,0,A320neo,186,300.41
BA,British Airways,LHR,London,JFK,New York,LHR-JFK,0,B787-9,290,1383.61
SQ,Singapore Airlines,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,B747-8,410,2106.84
U2,easyJet,LAX,Los Angeles,HND,Tokyo,LAX-HND,0,A350-900,315,1140.53
AI,Air India,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,B737 MAX 9,193,314.91
JL,Japan Airlines,NRT,Tokyo,DOH,Doha,NRT-DOH,0,A330-300,277,625.67
TK,Turkish Airlines,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,A350-1000,366,1011.63
AF,Air France,ORY,Paris,GIG,Rio de Janeiro,ORY-GIG,0,B777-300ER,360,1147.63
EK,Emirates,YUL,Montreal,DXB,Dubai,YUL-DXB,1,A380-800,489,1435.15
LA,LATAM Airlines,SCL,Santiago,EWR,Newark,SCL-EWR,0,A330-300,277,748.73
NZ,Air New Zealand,AKL,Auckland,BCN,Barcelona,AKL-BCN,0,A350-1000,366,916.08
LH,Lufthansa,BGY,Milan,FRA,Frankfurt,BGY-FRA,1,B737-800,189,260.55
CX,Cathay Pacific,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,A350-900,315,1395.04
BA,British Airways,DXB,Dubai,LHR,London,DXB-LHR,0,A330-300,277,835.65
SV,Saudia,LIN,Milan,DTW,Detroit,LIN-DTW,1,B747-8,410,1255.72
U2,easyJet,LAX,Los Angeles,CDG,Paris,LAX-CDG,1,B777-300ER,360,1142.5
CX,Cathay Pacific,HKG,Hong Kong,ORY,Paris,HKG-ORY,0,B787-10,330,646.19
